ticket_id,customer_id,created_at,resolved_at,channel,category,subcategory,customer_tier,first_response_time_mins,resolution_time_hours,csat_score,ticket_status,ticket_text
TKT-10434,CUS-000137,2026-06-07 08:40:19,2026-06-07 23:23:31,WhatsApp,Billing/Refunds,Incorrect Amount,Free,46,14.72,3,Resolved,The amount on my bill does not match what I expected.
TKT-10435,CUS-001397,2026-05-23 19:34:15,2026-05-25 01:52:15,In-App Chat,Feature Request,New Payment Option,Premium,6,30.3,4,Resolved,It would be helpful to have another payment option. I would be happy to use this feature.
TKT-10436,CUS-000709,2026-07-11 14:09:14,2026-07-13 09:17:38,In-App Chat,Delivery Delay,Wrong Delivery Address,Premium,10,43.14,,Resolved,The delivery address shown for my order is incorrect. This is disrupting what I need to do.
TKT-10437,CUS-000922,2026-05-19 22:10:42,2026-05-21 21:48:30,Email,Billing/Refunds,Incorrect Amount,Free,94,47.63,2,Resolved,The amount on my bill does not match what I expected.
TKT-10438,CUS-000063,2026-07-05 03:43:43,2026-07-06 04:39:31,WhatsApp,Account Access,Profile Update Failed,Free,77,24.93,2,Escalated,I cannot save the changes to my profile.
TKT-10439,CUS-001514,2026-06-23 08:27:00,2026-06-27 10:49:48,WhatsApp,Billing/Refunds,Duplicate Charge,Premium,48,98.38,2,Escalated,I was charged twice for the same transaction. This is disrupting what I need to do.
TKT-10440,CUS-001640,2026-07-18 13:42:23,2026-07-19 20:14:47,In-App Chat,Delivery Delay,Wrong Delivery Address,Enterprise,2,30.54,3,Resolved,The delivery address shown for my order is incorrect. This has been very frustrating.
TKT-10441,CUS-000413,2026-05-17 07:42:11,2026-05-18 01:42:11,In-App Chat,Delivery Delay,Wrong Delivery Address,Free,10,18.0,3,Closed,The delivery address shown for my order is incorrect.
TKT-10442,CUS-001108,2026-08-03 09:14:01,2026-08-04 05:21:13,Email,Account Access,Verification Code Missing,Premium,42,20.12,3,Escalated,The verification code has not arrived yet. Thank you for checking this for me.
TKT-10443,CUS-001150,2026-06-27 09:36:14,2026-06-28 09:33:14,WhatsApp,Delivery Delay,Missing Items,Premium,18,23.95,2,Escalated,Some items were missing when my order arrived. This is disrupting what I need to do.
TKT-10444,CUS-001627,2026-07-21 14:27:03,2026-07-22 12:09:03,WhatsApp,Billing/Refunds,Refund Pending,Premium,7,21.7,2,Resolved,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-10445,CUS-000809,2026-06-26 15:33:49,2026-06-29 01:33:49,In-App Chat,App Bug,Notification Error,Enterprise,4,58.0,3,Resolved,The notifications are delayed or showing the wrong information. I have already tried again several times.
TKT-10446,CUS-000419,2026-07-20 17:51:20,,Email,App Bug,Login Timeout,Free,108,,2,Open,I keep getting timed out when I try to sign in. Please resolve this as soon as possible.
TKT-10447,CUS-000610,2026-07-21 05:07:23,2026-07-22 11:54:47,In-App Chat,Billing/Refunds,Refund Pending,Free,11,30.79,2,Resolved,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-10448,CUS-001077,2026-07-25 12:41:17,2026-07-25 20:00:29,Social Media,App Bug,Notification Error,Free,23,7.32,3,Resolved,The notifications are delayed or showing the wrong information. I have already tried again several times.
TKT-10449,CUS-000788,2026-07-10 12:44:51,2026-07-11 12:29:15,WhatsApp,Billing/Refunds,Payment Failed,Free,23,23.74,3,Closed,My payment keeps failing even though my details are correct. I have already tried again several times.
TKT-10450,CUS-000144,2026-07-22 06:42:31,2026-07-23 19:44:19,Email,App Bug,Page Not Loading,Free,65,37.03,1,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-10451,CUS-001362,2026-06-04 11:15:22,2026-06-07 05:34:34,In-App Chat,App Bug,Login Timeout,Premium,16,66.32,,Escalated,I keep getting timed out when I try to sign in. Please resolve this as soon as possible.
TKT-10452,CUS-001449,2026-07-03 01:07:58,2026-07-03 15:44:34,Email,Delivery Delay,Tracking Not Updated,Enterprise,10,14.61,3,Resolved,The tracking status has not changed for a while.
TKT-10453,CUS-000800,2026-06-24 18:13:27,2026-06-26 19:12:51,Email,App Bug,Page Not Loading,Free,77,48.99,,Closed,The page is stuck loading and I cannot continue.
TKT-10454,CUS-000865,2026-06-02 22:59:17,,WhatsApp,Feature Request,New Payment Option,Premium,62,,4,Open,"It would be helpful to have another payment option. The service has been useful overall, so this would be a great addition."
TKT-10455,CUS-000823,2026-06-03 13:53:20,,In-App Chat,App Bug,App Crash,Free,13,,2,Open,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-10456,CUS-000875,2026-07-29 11:14:11,,WhatsApp,App Bug,Login Timeout,Free,22,,1,Open,I keep getting timed out when I try to sign in.
TKT-10457,CUS-000185,2026-07-09 04:17:27,2026-07-11 17:09:03,In-App Chat,App Bug,Login Timeout,Free,35,60.86,1,Escalated,I keep getting timed out when I try to sign in. I have already tried again several times.
TKT-10458,CUS-000727,2026-08-01 08:44:13,2026-08-05 14:34:01,In-App Chat,App Bug,Login Timeout,Free,43,101.83,1,Resolved,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-10459,CUS-000752,2026-07-29 01:27:28,,In-App Chat,Billing/Refunds,Incorrect Amount,Free,30,,,Open,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-10460,CUS-001648,2026-06-19 21:56:34,,In-App Chat,App Bug,Login Timeout,Premium,32,,2,Open,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-10461,CUS-000092,2026-08-03 11:06:13,2026-08-06 04:53:37,In-App Chat,Billing/Refunds,Duplicate Charge,Premium,13,65.79,2,Resolved,I was charged twice for the same transaction. This has been very frustrating.
TKT-10462,CUS-000542,2026-06-28 04:06:00,2026-06-29 01:27:36,Email,App Bug,App Crash,Free,22,21.36,1,Resolved,The app closes every time I try to complete this action. This has been very frustrating.
TKT-10463,CUS-000829,2026-08-01 11:56:54,2026-08-02 03:25:42,In-App Chat,Account Access,Profile Update Failed,Free,24,15.48,3,Resolved,I cannot save the changes to my profile. I would appreciate an update when possible.
TKT-10464,CUS-001426,2026-06-01 17:22:38,2026-06-02 22:02:50,In-App Chat,App Bug,Notification Error,Free,16,28.67,2,Closed,The notifications are delayed or showing the wrong information. This is disrupting what I need to do.
TKT-10465,CUS-000767,2026-07-15 05:33:18,2026-07-16 05:52:30,In-App Chat,Delivery Delay,Tracking Not Updated,Enterprise,9,24.32,,Closed,The tracking status has not changed for a while. Please resolve this as soon as possible.
TKT-10466,CUS-000499,2026-07-18 03:00:08,2026-07-18 21:47:32,In-App Chat,Billing/Refunds,Incorrect Amount,Enterprise,7,18.79,,Resolved,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-10467,CUS-000881,2026-07-13 17:46:54,2026-07-14 18:23:30,WhatsApp,Feature Request,Notification Controls,Free,13,24.61,4,Resolved,Please add more control over which notifications I receive. Thanks for considering the suggestion.
TKT-10468,CUS-000514,2026-07-13 10:44:15,2026-07-14 09:29:51,WhatsApp,Delivery Delay,Late Delivery,Free,78,22.76,,Closed,My order is later than the delivery estimate. Please resolve this as soon as possible.
TKT-10469,CUS-000906,2026-08-04 04:41:12,2026-08-04 14:06:24,In-App Chat,Feature Request,Export Data,Free,41,9.42,3,Resolved,"Could you add a way to export my account data? The service has been useful overall, so this would be a great addition."
TKT-10470,CUS-001160,2026-07-21 20:21:01,,Social Media,Delivery Delay,Wrong Delivery Address,Premium,16,,,Open,The delivery address shown for my order is incorrect. This is disrupting what I need to do.
TKT-10471,CUS-000877,2026-08-07 23:44:10,2026-08-08 22:32:46,Social Media,Billing/Refunds,Incorrect Amount,Free,41,22.81,3,Resolved,The amount on my bill does not match what I expected.
TKT-10472,CUS-001021,2026-08-01 06:15:32,2026-08-01 09:15:32,WhatsApp,Account Access,Password Reset,Free,80,3.0,4,Resolved,I need help resetting my password. I would appreciate an update when possible.
TKT-10473,CUS-000071,2026-06-30 05:56:52,2026-07-01 02:02:16,In-App Chat,Billing/Refunds,Incorrect Amount,Free,7,20.09,3,Resolved,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-10474,CUS-001112,2026-07-13 20:13:36,2026-07-23 20:13:36,In-App Chat,Delivery Delay,Wrong Delivery Address,Free,30,240.0,1,Escalated,The delivery address shown for my order is incorrect. This is disrupting what I need to do.
TKT-10475,CUS-001629,2026-06-02 09:40:22,2026-06-02 18:02:34,Email,Account Access,Password Reset,Free,147,8.37,3,Escalated,I need help resetting my password. I would appreciate an update when possible.
TKT-10476,CUS-000824,2026-08-03 06:42:40,2026-08-04 15:27:04,WhatsApp,Billing/Refunds,Refund Pending,Free,32,32.74,3,Resolved,My refund is still pending and I need an update.
TKT-10477,CUS-001353,2026-05-27 00:53:27,2026-05-27 10:43:15,Social Media,Feature Request,New Payment Option,Premium,30,9.83,5,Resolved,It would be helpful to have another payment option. Everything else is working well for me.
TKT-10478,CUS-000907,2026-07-07 04:36:12,2026-07-10 15:12:12,Email,Billing/Refunds,Incorrect Amount,Free,79,82.6,2,Resolved,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-10479,CUS-001177,2026-06-05 18:43:23,2026-06-05 23:32:35,In-App Chat,Account Access,Profile Update Failed,Free,14,4.82,4,Resolved,I cannot save the changes to my profile. I would appreciate an update when possible.
TKT-10480,CUS-000538,2026-07-07 10:11:15,2026-07-08 13:30:27,Social Media,Delivery Delay,Missing Items,Free,26,27.32,2,Closed,Some items were missing when my order arrived. Please resolve this as soon as possible.
TKT-10481,CUS-001628,2026-06-01 06:24:12,2026-06-03 00:47:36,WhatsApp,Billing/Refunds,Incorrect Amount,Free,52,42.39,2,Resolved,The amount on my bill does not match what I expected. This has been very frustrating.
TKT-10482,CUS-000379,2026-06-12 17:29:38,2026-06-13 00:17:38,Email,Account Access,Account Locked,Premium,23,6.8,5,Resolved,My account is locked and I cannot get back in. I would appreciate an update when possible.
TKT-10483,CUS-000293,2026-07-13 20:05:33,2026-07-14 05:16:21,Email,Delivery Delay,Tracking Not Updated,Enterprise,5,9.18,,Resolved,The tracking status has not changed for a while.
TKT-10484,CUS-000083,2026-07-26 13:30:15,2026-07-27 17:36:51,Email,Billing/Refunds,Incorrect Amount,Free,80,28.11,2,Resolved,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-10485,CUS-000889,2026-06-19 06:43:55,2026-06-19 13:01:55,Email,Account Access,Profile Update Failed,Premium,25,6.3,4,Resolved,I cannot save the changes to my profile. Please let me know what information you need.
TKT-10486,CUS-001038,2026-07-19 11:19:40,2026-07-20 06:50:16,Email,Billing/Refunds,Payment Failed,Premium,16,19.51,,Resolved,My payment keeps failing even though my details are correct. I have already tried again several times.
TKT-10487,CUS-001096,2026-06-13 09:29:37,2026-06-13 22:26:01,Social Media,Account Access,Profile Update Failed,Premium,21,12.94,3,Resolved,I cannot save the changes to my profile. Please let me know what information you need.
TKT-10488,CUS-000320,2026-08-08 08:01:17,2026-08-09 19:59:29,WhatsApp,Billing/Refunds,Refund Pending,Free,54,35.97,4,Resolved,My refund is still pending and I need an update. This is disrupting what I need to do.
TKT-10489,CUS-001101,2026-07-22 01:04:02,2026-07-22 20:02:14,Email,Feature Request,Notification Controls,Free,75,18.97,,Resolved,Please add more control over which notifications I receive. Everything else is working well for me.
TKT-10490,CUS-000301,2026-06-09 08:47:09,,In-App Chat,Feature Request,Export Data,Free,12,,,Open,Could you add a way to export my account data?
TKT-10491,CUS-001274,2026-05-27 20:45:42,2026-05-29 06:28:18,In-App Chat,Billing/Refunds,Incorrect Amount,Enterprise,5,33.71,2,Resolved,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-10492,CUS-000471,2026-06-30 14:23:24,2026-07-03 16:45:00,In-App Chat,App Bug,Login Timeout,Free,44,74.36,2,Resolved,I keep getting timed out when I try to sign in. Please resolve this as soon as possible.
TKT-10493,CUS-000703,2026-07-19 19:55:23,2026-07-20 03:42:11,In-App Chat,Account Access,Password Reset,Free,91,7.78,,Resolved,I need help resetting my password. Please let me know what information you need.
TKT-10494,CUS-000618,2026-07-07 05:48:15,2026-07-08 23:14:03,In-App Chat,Delivery Delay,Wrong Delivery Address,Free,56,41.43,,Closed,The delivery address shown for my order is incorrect. Please resolve this as soon as possible.
TKT-10495,CUS-000618,2026-07-27 00:04:03,,Email,App Bug,App Crash,Free,40,,2,Open,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-10496,CUS-001212,2026-05-20 05:29:10,2026-05-20 14:53:10,In-App Chat,Billing/Refunds,Payment Failed,Free,39,9.4,3,Closed,My payment keeps failing even though my details are correct.
TKT-10497,CUS-001648,2026-07-18 18:05:52,2026-07-22 04:21:28,In-App Chat,Billing/Refunds,Incorrect Amount,Premium,12,82.26,2,Closed,The amount on my bill does not match what I expected. I have already tried again several times.
TKT-10498,CUS-000871,2026-07-02 07:17:17,2026-07-03 13:03:29,WhatsApp,Feature Request,Export Data,Free,16,29.77,4,Escalated,"Could you add a way to export my account data? The service has been useful overall, so this would be a great addition."
TKT-10499,CUS-000681,2026-06-22 23:29:36,2026-06-24 08:41:00,In-App Chat,App Bug,Notification Error,Premium,13,33.19,,Resolved,The notifications are delayed or showing the wrong information. Please resolve this as soon as possible.
TKT-10500,CUS-000506,2026-07-10 17:28:06,2026-07-11 15:49:06,Email,Delivery Delay,Missing Items,Premium,112,22.35,,Escalated,Some items were missing when my order arrived. This is disrupting what I need to do.
TKT-10501,CUS-001047,2026-07-26 16:43:14,2026-07-27 13:04:50,WhatsApp,App Bug,App Crash,Free,71,20.36,,Closed,The app closes every time I try to complete this action. I have already tried again several times.
TKT-10502,CUS-000757,2026-06-23 12:44:05,2026-06-23 20:12:53,Email,Feature Request,New Payment Option,Premium,18,7.48,5,Resolved,It would be helpful to have another payment option. Thanks for considering the suggestion.
TKT-10503,CUS-001299,2026-07-14 16:18:32,2026-07-16 09:38:56,In-App Chat,Billing/Refunds,Incorrect Amount,Free,23,41.34,,Resolved,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-10504,CUS-001013,2026-05-26 13:36:50,2026-05-27 06:56:38,In-App Chat,Billing/Refunds,Refund Pending,Premium,14,17.33,2,Resolved,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-10505,CUS-000698,2026-07-03 23:45:44,2026-07-04 09:04:20,Email,Feature Request,Export Data,Premium,12,9.31,5,Resolved,Could you add a way to export my account data?
TKT-10506,CUS-001605,2026-06-15 04:23:50,2026-06-16 03:50:50,Email,Feature Request,Notification Controls,Free,26,23.45,,Escalated,Please add more control over which notifications I receive.
TKT-10507,CUS-000019,2026-07-07 14:30:29,2026-07-10 11:07:41,In-App Chat,App Bug,Page Not Loading,Free,25,68.62,2,Resolved,The page is stuck loading and I cannot continue. I have already tried again several times.
TKT-10508,CUS-001160,2026-07-16 04:36:14,2026-07-19 03:02:02,Email,App Bug,Page Not Loading,Free,83,70.43,2,Closed,The page is stuck loading and I cannot continue.
TKT-10509,CUS-000694,2026-06-21 22:36:45,,Email,App Bug,Notification Error,Free,24,,1,Open,The notifications are delayed or showing the wrong information. I have already tried again several times.
